claim_id,customer_id,claim_date,amount,status,details,snapshot_date
CLM1270,CUST3089,2025-06-03,8360.96,Approved,"{""damage_type"": ""Collision"", ""description"": ""Save two leg build south gas level."", ""location"": {""lat"": 48.860828, ""lon"": 18.685414}}",2024-03-01
CLM1271,CUST1197,2025-06-03,6111.82,Pending,"{""damage_type"": ""Theft"", ""description"": ""Time it society account sing according."", ""location"": {""lat"": 50.401356, ""lon"": 16.184902}}",2024-03-01
CLM1272,CUST1049,2025-06-03,9704.76,Pending,"{""damage_type"": ""Theft"", ""description"": ""Describe response head choose."", ""location"": {""lat"": 49.561821, ""lon"": 13.132262}}",2024-03-01
CLM1273,CUST2870,2025-06-03,4450.79,Pending,"{""damage_type"": ""Collision"", ""description"": ""Dinner degree security."", ""location"": {""lat"": 49.756044, ""lon"": 12.200428}}",2024-03-01
CLM1274,CUST2199,2025-06-03,5232.79,Pending,"{""damage_type"": ""Flood"", ""description"": ""Million financial culture time animal new."", ""location"": {""lat"": 50.677579, ""lon"": 12.556261}}",2024-03-01
CLM1275,CUST1952,2025-06-03,3794.78,Rejected,"{""damage_type"": ""Collision"", ""description"": ""Anyone available they minute."", ""location"": {""lat"": 50.135752, ""lon"": 12.503949}}",2024-03-01
CLM1276,CUST874,2025-06-03,4300.03,Approved,"{""damage_type"": ""Flood"", ""description"": ""Two forget leader fine lawyer campaign reflect."", ""location"": {""lat"": 50.547607, ""lon"": 16.157607}}",2024-03-01
CLM1277,CUST3539,2025-06-03,6552.1,Rejected,"{""damage_type"": ""Fire"", ""description"": ""Week whole out guy."", ""location"": {""lat"": 50.275623, ""lon"": 12.570502}}",2024-03-01
CLM1278,CUST1026,2025-06-03,2634.98,Rejected,"{""damage_type"": ""Flood"", ""description"": ""Doctor eat other field out mission age."", ""location"": {""lat"": 50.267494, ""lon"": 18.14463}}",2024-03-01
CLM1279,CUST4603,2025-06-03,4531.42,Rejected,"{""damage_type"": ""Theft"", ""description"": ""Effect glass their improve present game big."", ""location"": {""lat"": 50.639197, ""lon"": 13.942606}}",2024-03-01
CLM1280,CUST338,2025-06-03,2615.61,Pending,"{""damage_type"": ""Collision"", ""description"": ""Second can career our customer prepare decision."", ""location"": {""lat"": 49.475605, ""lon"": 12.501145}}",2024-03-01
CLM1281,CUST355,2025-06-03,7786.82,Approved,"{""damage_type"": ""Fire"", ""description"": ""Build national tend pass individual husband late according."", ""location"": {""lat"": 48.668074, ""lon"": 14.272479}}",2024-03-01
CLM1282,CUST3839,2025-06-03,9612.67,Approved,"{""damage_type"": ""Flood"", ""description"": ""Down usually least at."", ""location"": {""lat"": 49.297831, ""lon"": 16.221912}}",2024-03-01
CLM1283,CUST4938,2025-06-03,3728.98,Pending,"{""damage_type"": ""Theft"", ""description"": ""Capital drug avoid forget service."", ""location"": {""lat"": 49.048512, ""lon"": 15.112998}}",2024-03-01
CLM1284,CUST528,2025-06-03,8244.91,Rejected,"{""damage_type"": ""Flood"", ""description"": ""Find add protect physical spend."", ""location"": {""lat"": 48.509209, ""lon"": 16.475209}}",2024-03-01
CLM1285,CUST2698,2025-06-03,7643.09,Pending,"{""damage_type"": ""Flood"", ""description"": ""With take model and continue truth."", ""location"": {""lat"": 48.797963, ""lon"": 17.642278}}",2024-03-01
CLM1286,CUST2488,2025-06-03,2243.9,Rejected,"{""damage_type"": ""Flood"", ""description"": ""Charge performance religious eight structure race along."", ""location"": {""lat"": 49.965186, ""lon"": 12.891136}}",2024-03-01
CLM1287,CUST3053,2025-06-03,9499.27,Rejected,"{""damage_type"": ""Theft"", ""description"": ""Run start behavior article level involve then."", ""location"": {""lat"": 49.934751, ""lon"": 17.397139}}",2024-03-01
CLM1288,CUST93,2025-06-03,1095.62,Pending,"{""damage_type"": ""Fire"", ""description"": ""Provide myself top must everyone base."", ""location"": {""lat"": 49.138878, ""lon"": 12.401987}}",2024-03-01
CLM1289,CUST3320,2025-06-03,7094.72,Pending,"{""damage_type"": ""Fire"", ""description"": ""Minute concern us tax seat."", ""location"": {""lat"": 50.179761, ""lon"": 13.064825}}",2024-03-01
CLM1290,CUST702,2025-06-03,6636.15,Approved,"{""damage_type"": ""Collision"", ""description"": ""Often continue market manage next."", ""location"": {""lat"": 48.514259, ""lon"": 14.196384}}",2024-03-01
CLM1291,CUST510,2025-06-03,7435.69,Pending,"{""damage_type"": ""Theft"", ""description"": ""Figure enough call down those gas."", ""location"": {""lat"": 49.46747, ""lon"": 13.586302}}",2024-03-01
CLM1292,CUST642,2025-06-03,8615.39,Pending,"{""damage_type"": ""Flood"", ""description"": ""Away create develop security herself."", ""location"": {""lat"": 49.933621, ""lon"": 14.533964}}",2024-03-01
CLM1293,CUST1544,2025-06-03,7883.83,Rejected,"{""damage_type"": ""Flood"", ""description"": ""Large administration that hear."", ""location"": {""lat"": 50.751893, ""lon"": 17.531341}}",2024-03-01
CLM1294,CUST2415,2025-06-03,2708.05,Rejected,"{""damage_type"": ""Collision"", ""description"": ""Bank up avoid early."", ""location"": {""lat"": 49.461395, ""lon"": 16.879699}}",2024-03-01
CLM1295,CUST4738,2025-06-03,1638.58,Rejected,"{""damage_type"": ""Flood"", ""description"": ""Just company enter."", ""location"": {""lat"": 49.082886, ""lon"": 12.007227}}",2024-03-01
CLM1296,CUST1065,2025-06-03,7013.9,Pending,"{""damage_type"": ""Flood"", ""description"": ""Her its somebody meet."", ""location"": {""lat"": 48.885432, ""lon"": 18.55983}}",2024-03-01
CLM1297,CUST803,2025-06-03,3975.31,Approved,"{""damage_type"": ""Fire"", ""description"": ""Require increase group also."", ""location"": {""lat"": 49.270426, ""lon"": 16.665361}}",2024-03-01
CLM1298,CUST2995,2025-06-03,7561.52,Approved,"{""damage_type"": ""Fire"", ""description"": ""Town something economic writer."", ""location"": {""lat"": 48.759654, ""lon"": 12.30121}}",2024-03-01
CLM1299,CUST4169,2025-06-03,5844.9,Pending,"{""damage_type"": ""Fire"", ""description"": ""Interview teach never film full."", ""location"": {""lat"": 50.027852, ""lon"": 18.75736}}",2024-03-01
CLM1300,CUST3131,2025-06-03,9522.45,Approved,"{""damage_type"": ""Flood"", ""description"": ""Charge growth reality rule control travel."", ""location"": {""lat"": 49.059467, ""lon"": 13.094857}}",2024-03-01
CLM1301,CUST3101,2025-06-03,1382.22,Approved,"{""damage_type"": ""Collision"", ""description"": ""Least may issue including teach scene."", ""location"": {""lat"": 48.936973, ""lon"": 18.105021}}",2024-03-01
CLM1302,CUST1124,2025-06-03,4896.0,Pending,"{""damage_type"": ""Collision"", ""description"": ""Nice than no guy keep leg."", ""location"": {""lat"": 50.119446, ""lon"": 17.184916}}",2024-03-01
CLM1303,CUST4504,2025-06-03,5900.32,Rejected,"{""damage_type"": ""Collision"", ""description"": ""Green letter case win high hair fund."", ""location"": {""lat"": 49.134517, ""lon"": 13.420125}}",2024-03-01
CLM1304,CUST3054,2025-06-03,6244.46,Pending,"{""damage_type"": ""Fire"", ""description"": ""View program room role."", ""location"": {""lat"": 50.751908, ""lon"": 12.281105}}",2024-03-01
CLM1305,CUST485,2025-06-03,6166.61,Approved,"{""damage_type"": ""Flood"", ""description"": ""Address cultural tell edge offer."", ""location"": {""lat"": 50.457986, ""lon"": 14.567439}}",2024-03-01
CLM1306,CUST4813,2025-06-03,2313.86,Rejected,"{""damage_type"": ""Collision"", ""description"": ""Detail ability produce space."", ""location"": {""lat"": 49.972877, ""lon"": 14.745515}}",2024-03-01
CLM1307,CUST1244,2025-06-03,1481.84,Rejected,"{""damage_type"": ""Collision"", ""description"": ""Rule realize also good employee beat."", ""location"": {""lat"": 49.394101, ""lon"": 14.363722}}",2024-03-01
CLM1308,CUST3554,2025-06-03,4067.8,Approved,"{""damage_type"": ""Theft"", ""description"": ""Off none enjoy raise many another."", ""location"": {""lat"": 50.259984, ""lon"": 13.033189}}",2024-03-01
CLM1309,CUST2199,2025-06-03,4298.55,Rejected,"{""damage_type"": ""Fire"", ""description"": ""Act I prepare."", ""location"": {""lat"": 49.085646, ""lon"": 17.257396}}",2024-03-01
CLM1310,CUST4388,2025-06-03,9003.91,Rejected,"{""damage_type"": ""Theft"", ""description"": ""Particularly great necessary find."", ""location"": {""lat"": 48.845918, ""lon"": 12.183382}}",2024-03-01
CLM1311,CUST930,2025-06-03,9478.31,Pending,"{""damage_type"": ""Flood"", ""description"": ""Heavy note course mention."", ""location"": {""lat"": 50.481583, ""lon"": 14.890867}}",2024-03-01
CLM1312,CUST4438,2025-06-03,9684.73,Pending,"{""damage_type"": ""Collision"", ""description"": ""Capital nothing among protect member movement manager clearly."", ""location"": {""lat"": 48.619577, ""lon"": 16.26511}}",2024-03-01
CLM1313,CUST751,2025-06-03,5546.62,Rejected,"{""damage_type"": ""Collision"", ""description"": ""Environment election gas make anything space feeling."", ""location"": {""lat"": 48.703145, ""lon"": 15.711706}}",2024-03-01
CLM1314,CUST3804,2025-06-03,1229.73,Approved,"{""damage_type"": ""Theft"", ""description"": ""Much yes assume."", ""location"": {""lat"": 49.546277, ""lon"": 18.345004}}",2024-03-01
CLM1315,CUST523,2025-06-03,8206.25,Rejected,"{""damage_type"": ""Flood"", ""description"": ""Traditional in concern week adult baby third."", ""location"": {""lat"": 50.622233, ""lon"": 17.618758}}",2024-03-01
CLM1316,CUST1576,2025-06-03,9885.49,Rejected,"{""damage_type"": ""Theft"", ""description"": ""Kitchen finally treat difficult."", ""location"": {""lat"": 48.605606, ""lon"": 17.080048}}",2024-03-01
CLM1317,CUST2841,2025-06-03,1945.33,Approved,"{""damage_type"": ""Flood"", ""description"": ""Offer father which option ball read."", ""location"": {""lat"": 48.891164, ""lon"": 13.380588}}",2024-03-01
CLM1318,CUST1603,2025-06-03,7661.91,Pending,"{""damage_type"": ""Collision"", ""description"": ""Window southern nation although."", ""location"": {""lat"": 49.696877, ""lon"": 17.730733}}",2024-03-01
CLM1319,CUST3232,2025-06-03,5693.01,Pending,"{""damage_type"": ""Collision"", ""description"": ""Artist natural bring anyone television decide even."", ""location"": {""lat"": 50.316122, ""lon"": 15.566674}}",2024-03-01
CLM1320,CUST1811,2025-06-03,9920.28,Rejected,"{""damage_type"": ""Theft"", ""description"": ""Game offer anyone all."", ""location"": {""lat"": 49.009679, ""lon"": 18.64271}}",2024-03-01
CLM1321,CUST318,2025-06-03,7694.62,Rejected,"{""damage_type"": ""Collision"", ""description"": ""Call now again blue rich."", ""location"": {""lat"": 49.308428, ""lon"": 13.500132}}",2024-03-01
CLM1322,CUST3568,2025-06-03,4479.69,Pending,"{""damage_type"": ""Collision"", ""description"": ""Book always term perhaps she program."", ""location"": {""lat"": 50.797982, ""lon"": 14.772907}}",2024-03-01
CLM1323,CUST304,2025-06-03,2091.66,Approved,"{""damage_type"": ""Theft"", ""description"": ""Share popular piece money at."", ""location"": {""lat"": 49.010538, ""lon"": 14.663721}}",2024-03-01
CLM1324,CUST1686,2025-06-03,9538.71,Rejected,"{""damage_type"": ""Fire"", ""description"": ""Couple whether wonder recognize recently hotel."", ""location"": {""lat"": 49.957093, ""lon"": 17.363072}}",2024-03-01
CLM1325,CUST4514,2025-06-03,9456.57,Approved,"{""damage_type"": ""Flood"", ""description"": ""Meeting issue discussion citizen day throw purpose the."", ""location"": {""lat"": 48.720269, ""lon"": 17.904476}}",2024-03-01
CLM1326,CUST817,2025-06-03,1208.95,Pending,"{""damage_type"": ""Collision"", ""description"": ""South while time rich."", ""location"": {""lat"": 48.875862, ""lon"": 17.567454}}",2024-03-01
CLM1327,CUST210,2025-06-03,1300.39,Approved,"{""damage_type"": ""Flood"", ""description"": ""Third others million leg challenge sit plant how."", ""location"": {""lat"": 50.493374, ""lon"": 16.694716}}",2024-03-01
CLM1328,CUST3141,2025-06-03,4148.09,Rejected,"{""damage_type"": ""Fire"", ""description"": ""Occur administration conference along while boy six."", ""location"": {""lat"": 49.149206, ""lon"": 16.222505}}",2024-03-01
CLM1329,CUST1140,2025-06-03,2650.58,Pending,"{""damage_type"": ""Flood"", ""description"": ""Window program yeah offer."", ""location"": {""lat"": 50.191509, ""lon"": 12.02435}}",2024-03-01
CLM1330,CUST1625,2025-06-03,2146.93,Approved,"{""damage_type"": ""Flood"", ""description"": ""Law including real develop success."", ""location"": {""lat"": 49.678826, ""lon"": 12.771426}}",2024-03-01
CLM1331,CUST2689,2025-06-03,2213.79,Pending,"{""damage_type"": ""Collision"", ""description"": ""Nor spend ahead network herself lot."", ""location"": {""lat"": 49.191116, ""lon"": 17.119351}}",2024-03-01
CLM1332,CUST4056,2025-06-03,1427.59,Approved,"{""damage_type"": ""Flood"", ""description"": ""Lay for scene anyone through but others."", ""location"": {""lat"": 50.473981, ""lon"": 18.946394}}",2024-03-01
CLM1333,CUST2628,2025-06-03,4091.98,Pending,"{""damage_type"": ""Fire"", ""description"": ""Care commercial dark defense fund but."", ""location"": {""lat"": 50.139413, ""lon"": 13.519065}}",2024-03-01
CLM1334,CUST3640,2025-06-03,1214.27,Approved,"{""damage_type"": ""Fire"", ""description"": ""Size yourself assume ability."", ""location"": {""lat"": 49.627493, ""lon"": 15.431902}}",2024-03-01
CLM1335,CUST4724,2025-06-03,9192.02,Approved,"{""damage_type"": ""Theft"", ""description"": ""Special dream pick."", ""location"": {""lat"": 49.666095, ""lon"": 17.222834}}",2024-03-01
CLM1336,CUST2873,2025-06-03,6615.42,Approved,"{""damage_type"": ""Flood"", ""description"": ""Total student then."", ""location"": {""lat"": 49.095092, ""lon"": 17.022491}}",2024-03-01
CLM1337,CUST1938,2025-06-03,9669.5,Pending,"{""damage_type"": ""Flood"", ""description"": ""Scientist cultural agreement main scientist into address."", ""location"": {""lat"": 49.519645, ""lon"": 14.297856}}",2024-03-01
CLM1338,CUST2277,2025-06-03,5955.51,Rejected,"{""damage_type"": ""Theft"", ""description"": ""Wish doctor require where."", ""location"": {""lat"": 50.178329, ""lon"": 12.771894}}",2024-03-01
CLM1339,CUST1038,2025-06-03,8751.22,Rejected,"{""damage_type"": ""Fire"", ""description"": ""Paper piece issue instead natural east history."", ""location"": {""lat"": 50.938414, ""lon"": 18.074775}}",2024-03-01
CLM1340,CUST1294,2025-06-03,7691.13,Rejected,"{""damage_type"": ""Fire"", ""description"": ""Throughout value argue."", ""location"": {""lat"": 50.226607, ""lon"": 15.205304}}",2024-03-01
CLM1341,CUST3699,2025-06-03,9096.28,Approved,"{""damage_type"": ""Collision"", ""description"": ""Feel customer report reflect over assume."", ""location"": {""lat"": 49.555582, ""lon"": 13.936623}}",2024-03-01
CLM1342,CUST1187,2025-06-03,4575.12,Pending,"{""damage_type"": ""Collision"", ""description"": ""Brother himself I produce leader base."", ""location"": {""lat"": 49.554599, ""lon"": 18.97703}}",2024-03-01
CLM1343,CUST2218,2025-06-03,6551.34,Approved,"{""damage_type"": ""Collision"", ""description"": ""Green drug visit task."", ""location"": {""lat"": 50.082442, ""lon"": 17.664687}}",2024-03-01
CLM1344,CUST743,2025-06-03,9931.57,Rejected,"{""damage_type"": ""Theft"", ""description"": ""Rise bed century activity away idea financial."", ""location"": {""lat"": 50.614515, ""lon"": 17.555594}}",2024-03-01
CLM1345,CUST4459,2025-06-03,8513.75,Rejected,"{""damage_type"": ""Flood"", ""description"": ""Now allow probably finish writer Mr act movie."", ""location"": {""lat"": 49.34147, ""lon"": 17.684163}}",2024-03-01
CLM1346,CUST883,2025-06-03,1312.8,Pending,"{""damage_type"": ""Theft"", ""description"": ""Color town interest line adult owner message."", ""location"": {""lat"": 50.420316, ""lon"": 14.39975}}",2024-03-01
CLM1347,CUST1008,2025-06-03,6078.13,Pending,"{""damage_type"": ""Flood"", ""description"": ""Risk different draw usually wear ball range better."", ""location"": {""lat"": 48.514063, ""lon"": 15.1245}}",2024-03-01
CLM1348,CUST3049,2025-06-03,5714.39,Pending,"{""damage_type"": ""Collision"", ""description"": ""Expert recognize stay market certain wife firm."", ""location"": {""lat"": 49.607266, ""lon"": 15.11048}}",2024-03-01
CLM1349,CUST4476,2025-06-03,1193.4,Pending,"{""damage_type"": ""Theft"", ""description"": ""Development total stage number today radio anything him."", ""location"": {""lat"": 50.708953, ""lon"": 17.727251}}",2024-03-01
CLM1350,CUST1277,2025-06-03,5141.03,Pending,"{""damage_type"": ""Collision"", ""description"": ""Relationship member success among tend."", ""location"": {""lat"": 49.917903, ""lon"": 14.65764}}",2024-03-01
CLM1351,CUST3992,2025-06-03,6682.49,Rejected,"{""damage_type"": ""Collision"", ""description"": ""Allow grow blood or simply."", ""location"": {""lat"": 50.253458, ""lon"": 17.442138}}",2024-03-01
CLM1352,CUST2973,2025-06-03,8383.88,Pending,"{""damage_type"": ""Flood"", ""description"": ""Until suffer seven ready eight meet make."", ""location"": {""lat"": 48.943258, ""lon"": 18.684399}}",2024-03-01
CLM1353,CUST4650,2025-06-03,9153.81,Approved,"{""damage_type"": ""Flood"", ""description"": ""Science still child anything."", ""location"": {""lat"": 50.940604, ""lon"": 15.585555}}",2024-03-01
CLM1354,CUST4787,2025-06-03,2854.8,Rejected,"{""damage_type"": ""Theft"", ""description"": ""Computer but high simply sell three."", ""location"": {""lat"": 50.657436, ""lon"": 17.554246}}",2024-03-01
CLM1355,CUST206,2025-06-03,7569.77,Pending,"{""damage_type"": ""Theft"", ""description"": ""Congress item begin."", ""location"": {""lat"": 50.775819, ""lon"": 14.597905}}",2024-03-01
CLM1356,CUST444,2025-06-03,5588.17,Pending,"{""damage_type"": ""Theft"", ""description"": ""Property walk marriage small choose rather."", ""location"": {""lat"": 50.633926, ""lon"": 15.68007}}",2024-03-01
CLM1357,CUST3937,2025-06-03,1205.81,Approved,"{""damage_type"": ""Fire"", ""description"": ""Phone scene much particularly trip main bag."", ""location"": {""lat"": 50.593873, ""lon"": 18.444367}}",2024-03-01
CLM1358,CUST2378,2025-06-03,3320.17,Rejected,"{""damage_type"": ""Collision"", ""description"": ""Require mention ready when maybe southern among."", ""location"": {""lat"": 50.233138, ""lon"": 17.440039}}",2024-03-01
CLM1359,CUST2851,2025-06-03,7031.48,Approved,"{""damage_type"": ""Collision"", ""description"": ""Would standard worker candidate."", ""location"": {""lat"": 48.744964, ""lon"": 13.926195}}",2024-03-01
CLM1360,CUST2550,2025-06-03,5504.9,Pending,"{""damage_type"": ""Collision"", ""description"": ""Month deep end computer positive commercial."", ""location"": {""lat"": 50.191743, ""lon"": 15.67321}}",2024-03-01
CLM1361,CUST4244,2025-06-03,6133.11,Approved,"{""damage_type"": ""Theft"", ""description"": ""American art question however we health believe."", ""location"": {""lat"": 50.661742, ""lon"": 15.195787}}",2024-03-01
CLM1362,CUST4427,2025-06-03,1802.59,Approved,"{""damage_type"": ""Collision"", ""description"": ""Arrive always stay our computer father design consumer."", ""location"": {""lat"": 49.059214, ""lon"": 15.547972}}",2024-03-01
CLM1363,CUST654,2025-06-03,9626.78,Approved,"{""damage_type"": ""Theft"", ""description"": ""Size attack left increase suggest medical."", ""location"": {""lat"": 49.362547, ""lon"": 17.354918}}",2024-03-01
CLM1364,CUST2480,2025-06-03,7299.9,Rejected,"{""damage_type"": ""Fire"", ""description"": ""Democrat challenge specific spring."", ""location"": {""lat"": 49.642031, ""lon"": 16.051375}}",2024-03-01
CLM1365,CUST4725,2025-06-03,5636.9,Pending,"{""damage_type"": ""Flood"", ""description"": ""Professional particularly everyone guy top begin than."", ""location"": {""lat"": 48.994374, ""lon"": 12.10656}}",2024-03-01
CLM1366,CUST1325,2025-06-03,8718.45,Pending,"{""damage_type"": ""Fire"", ""description"": ""Leader adult song stand high number."", ""location"": {""lat"": 50.166976, ""lon"": 18.187972}}",2024-03-01
CLM1367,CUST1634,2025-06-03,5908.79,Rejected,"{""damage_type"": ""Fire"", ""description"": ""Step pretty sea shoulder article."", ""location"": {""lat"": 48.818829, ""lon"": 14.533204}}",2024-03-01
CLM1368,CUST4623,2025-06-03,4100.89,Rejected,"{""damage_type"": ""Flood"", ""description"": ""Peace how decision phone choose."", ""location"": {""lat"": 49.020548, ""lon"": 17.535736}}",2024-03-01
CLM1369,CUST2572,2025-06-03,4677.83,Approved,"{""damage_type"": ""Flood"", ""description"": ""Cause future value find hit."", ""location"": {""lat"": 48.920783, ""lon"": 18.891136}}",2024-03-01
CLM1370,CUST3505,2025-06-03,2410.39,Approved,"{""damage_type"": ""Fire"", ""description"": ""Require former huge begin rule picture alone."", ""location"": {""lat"": 48.926449, ""lon"": 18.976126}}",2024-03-01
CLM1371,CUST3322,2025-06-03,4208.04,Approved,"{""damage_type"": ""Fire"", ""description"": ""Their project son together."", ""location"": {""lat"": 50.887375, ""lon"": 15.157696}}",2024-03-01
CLM1372,CUST3295,2025-06-03,6773.8,Approved,"{""damage_type"": ""Fire"", ""description"": ""Education and write three form trade now."", ""location"": {""lat"": 49.959514, ""lon"": 13.660212}}",2024-03-01
CLM1373,CUST1794,2025-06-03,7763.87,Pending,"{""damage_type"": ""Fire"", ""description"": ""Key my phone possible agent."", ""location"": {""lat"": 48.829091, ""lon"": 14.7007}}",2024-03-01
CLM1374,CUST303,2025-06-03,4489.76,Pending,"{""damage_type"": ""Flood"", ""description"": ""Discussion deep dog smile human hotel both mission."", ""location"": {""lat"": 48.911736, ""lon"": 17.478052}}",2024-03-01
CLM1375,CUST3607,2025-06-03,9910.2,Approved,"{""damage_type"": ""Collision"", ""description"": ""Feeling letter if out speech fall relationship stage."", ""location"": {""lat"": 49.679713, ""lon"": 18.113267}}",2024-03-01
CLM1376,CUST691,2025-06-03,7076.36,Pending,"{""damage_type"": ""Flood"", ""description"": ""Drop debate property American common you."", ""location"": {""lat"": 50.892814, ""lon"": 16.946948}}",2024-03-01
CLM1377,CUST3397,2025-06-03,3774.39,Rejected,"{""damage_type"": ""Collision"", ""description"": ""Agree number develop detail court."", ""location"": {""lat"": 48.874935, ""lon"": 18.320555}}",2024-03-01
CLM1378,CUST4958,2025-06-03,9978.25,Pending,"{""damage_type"": ""Flood"", ""description"": ""Process treat stay concern nice half."", ""location"": {""lat"": 48.899231, ""lon"": 15.339214}}",2024-03-01
CLM1379,CUST3337,2025-06-03,3870.01,Rejected,"{""damage_type"": ""Collision"", ""description"": ""It Democrat painting."", ""location"": {""lat"": 50.988784, ""lon"": 12.592744}}",2024-03-01
CLM1380,CUST1431,2025-06-03,7595.79,Rejected,"{""damage_type"": ""Collision"", ""description"": ""Wind seem feel group possible study."", ""location"": {""lat"": 49.036034, ""lon"": 13.575008}}",2024-03-01
CLM1381,CUST4712,2025-06-03,1809.36,Pending,"{""damage_type"": ""Flood"", ""description"": ""General long best rock new yard series."", ""location"": {""lat"": 50.279044, ""lon"": 12.780394}}",2024-03-01
CLM1382,CUST3879,2025-06-03,2552.84,Pending,"{""damage_type"": ""Theft"", ""description"": ""Reduce commercial understand research model society hope."", ""location"": {""lat"": 50.133339, ""lon"": 18.534357}}",2024-03-01
CLM1383,CUST455,2025-06-03,6013.79,Approved,"{""damage_type"": ""Collision"", ""description"": ""Before other employee population approach."", ""location"": {""lat"": 49.862534, ""lon"": 12.93842}}",2024-03-01
CLM1384,CUST1414,2025-06-03,8398.23,Rejected,"{""damage_type"": ""Flood"", ""description"": ""Beat call tonight."", ""location"": {""lat"": 49.163693, ""lon"": 16.966838}}",2024-03-01
CLM1385,CUST4551,2025-06-03,9814.87,Approved,"{""damage_type"": ""Fire"", ""description"": ""Society speech win life."", ""location"": {""lat"": 50.421358, ""lon"": 13.30868}}",2024-03-01
CLM1386,CUST2945,2025-06-03,5128.12,Pending,"{""damage_type"": ""Fire"", ""description"": ""Sound here laugh tend weight the thus."", ""location"": {""lat"": 48.904979, ""lon"": 15.883491}}",2024-03-01
CLM1387,CUST352,2025-06-03,4587.2,Rejected,"{""damage_type"": ""Fire"", ""description"": ""Home performance after which manage dog process."", ""location"": {""lat"": 50.841279, ""lon"": 12.499041}}",2024-03-01
CLM1388,CUST3162,2025-06-03,2729.72,Pending,"{""damage_type"": ""Collision"", ""description"": ""See nation know local safe television develop paper."", ""location"": {""lat"": 49.700256, ""lon"": 14.447089}}",2024-03-01
CLM1389,CUST2651,2025-06-03,9258.03,Rejected,"{""damage_type"": ""Fire"", ""description"": ""Party exactly term treatment foot enough cold."", ""location"": {""lat"": 49.187291, ""lon"": 17.200447}}",2024-03-01
CLM1390,CUST2284,2025-06-03,7353.75,Rejected,"{""damage_type"": ""Flood"", ""description"": ""Effect moment successful next."", ""location"": {""lat"": 48.851009, ""lon"": 17.93088}}",2024-03-01
CLM1391,CUST462,2025-06-03,5065.88,Pending,"{""damage_type"": ""Fire"", ""description"": ""Expect because keep east."", ""location"": {""lat"": 49.709999, ""lon"": 13.76032}}",2024-03-01
CLM1392,CUST2749,2025-06-03,3103.69,Approved,"{""damage_type"": ""Fire"", ""description"": ""List teach create measure."", ""location"": {""lat"": 48.661792, ""lon"": 14.987223}}",2024-03-01
CLM1393,CUST2625,2025-06-03,6509.07,Pending,"{""damage_type"": ""Collision"", ""description"": ""Rock cup significant heavy."", ""location"": {""lat"": 50.802728, ""lon"": 13.358428}}",2024-03-01
CLM1394,CUST2778,2025-06-03,7936.96,Approved,"{""damage_type"": ""Collision"", ""description"": ""Write himself item value."", ""location"": {""lat"": 48.752093, ""lon"": 17.389611}}",2024-03-01
CLM1395,CUST3756,2025-06-03,8457.02,Rejected,"{""damage_type"": ""Flood"", ""description"": ""During sense grow nation evidence or law."", ""location"": {""lat"": 49.538517, ""lon"": 17.948356}}",2024-03-01
CLM1396,CUST526,2025-06-03,2741.81,Approved,"{""damage_type"": ""Fire"", ""description"": ""Around story employee something seek daughter occur."", ""location"": {""lat"": 48.989116, ""lon"": 12.239116}}",2024-03-01
CLM1397,CUST1846,2025-06-03,8411.49,Pending,"{""damage_type"": ""Flood"", ""description"": ""Throughout rock age should write."", ""location"": {""lat"": 49.210447, ""lon"": 12.535126}}",2024-03-01
CLM1398,CUST1354,2025-06-03,2602.32,Pending,"{""damage_type"": ""Collision"", ""description"": ""Character rather everything."", ""location"": {""lat"": 50.786537, ""lon"": 16.961283}}",2024-03-01
CLM1399,CUST2316,2025-06-03,1543.52,Pending,"{""damage_type"": ""Flood"", ""description"": ""Participant laugh detail long trip."", ""location"": {""lat"": 50.814747, ""lon"": 18.782169}}",2024-03-01
CLM1400,CUST387,2025-06-03,4786.66,Approved,"{""damage_type"": ""Fire"", ""description"": ""Friend ago expect hour woman."", ""location"": {""lat"": 49.556976, ""lon"": 17.749746}}",2024-03-01
CLM1401,CUST2213,2025-06-03,1435.86,Approved,"{""damage_type"": ""Flood"", ""description"": ""Coach name notice someone suffer style."", ""location"": {""lat"": 50.222276, ""lon"": 12.667781}}",2024-03-01
CLM1402,CUST2087,2025-06-03,2617.22,Rejected,"{""damage_type"": ""Collision"", ""description"": ""Nice need control charge see."", ""location"": {""lat"": 50.242187, ""lon"": 18.578682}}",2024-03-01
CLM1403,CUST3385,2025-06-03,2961.98,Approved,"{""damage_type"": ""Fire"", ""description"": ""Participant option word voice down."", ""location"": {""lat"": 50.279113, ""lon"": 14.132312}}",2024-03-01
CLM1404,CUST3850,2025-06-03,2296.45,Rejected,"{""damage_type"": ""Theft"", ""description"": ""Woman control personal choice news system institution."", ""location"": {""lat"": 48.535338, ""lon"": 16.81324}}",2024-03-01
CLM1405,CUST1601,2025-06-03,6197.65,Rejected,"{""damage_type"": ""Collision"", ""description"": ""Effect author national summer customer sit cup."", ""location"": {""lat"": 49.027838, ""lon"": 17.98668}}",2024-03-01
CLM1406,CUST4618,2025-06-03,4217.5,Rejected,"{""damage_type"": ""Flood"", ""description"": ""None individual consumer seven agent after."", ""location"": {""lat"": 49.836683, ""lon"": 17.498898}}",2024-03-01
