policy_id,customer_id,agent_id,product_id,start_date,end_date,premium,status,snapshot_date
POL3639,CUST2619,AG1118,PRD1024,2024-05-10,2026-03-28,596.83,Expired,2024-03-01
POL3640,CUST1544,AG1253,PRD1020,2024-04-21,2026-03-21,3083.6,Active,2024-03-01
POL3641,CUST367,AG1483,PRD1028,2023-12-01,2025-08-17,4157.57,Expired,2024-03-01
POL3642,CUST484,AG1011,PRD1030,2023-11-05,2026-01-11,724.06,Cancelled,2024-03-01
POL3643,CUST820,AG1178,PRD1004,2023-11-13,2026-05-01,2360.4,Active,2024-03-01
POL3644,CUST2070,AG1274,PRD1017,2024-03-24,2026-06-01,2206.35,Expired,2024-03-01
POL3645,CUST1425,AG1342,PRD1020,2024-01-31,2025-06-19,4017.05,Cancelled,2024-03-01
POL3646,CUST4740,AG1108,PRD1031,2024-03-29,2026-06-02,3741.86,Cancelled,2024-03-01
POL3647,CUST3513,AG1052,PRD1033,2023-07-27,2026-04-27,3723.36,Cancelled,2024-03-01
POL3648,CUST1297,AG1021,PRD1016,2023-09-03,2025-10-09,3284.19,Active,2024-03-01
POL3649,CUST2563,AG1254,PRD1029,2023-10-30,2026-04-04,1450.11,Expired,2024-03-01
POL3650,CUST3844,AG1293,PRD1020,2023-09-15,2025-12-26,4200.98,Expired,2024-03-01
POL3651,CUST4241,AG1451,PRD1013,2023-10-23,2026-01-14,4069.79,Expired,2024-03-01
POL3652,CUST4193,AG1054,PRD1003,2023-10-14,2026-01-29,2513.2,Expired,2024-03-01
POL3653,CUST2638,AG1090,PRD1019,2024-04-15,2025-10-28,1075.33,Cancelled,2024-03-01
POL3654,CUST4319,AG1472,PRD1016,2024-03-19,2025-07-24,1386.73,Active,2024-03-01
POL3655,CUST4561,AG1053,PRD1021,2023-06-28,2026-02-13,1162.5,Cancelled,2024-03-01
POL3656,CUST2080,AG1469,PRD1006,2023-09-10,2025-07-14,3766.53,Cancelled,2024-03-01
POL3657,CUST2563,AG1098,PRD1023,2023-09-22,2026-02-07,668.06,Cancelled,2024-03-01
POL3658,CUST290,AG1416,PRD1043,2023-08-24,2025-10-02,867.53,Cancelled,2024-03-01
POL3659,CUST2179,AG1226,PRD1048,2024-03-01,2026-01-27,639.17,Active,2024-03-01
POL3660,CUST2282,AG1327,PRD1037,2023-07-15,2026-03-28,3663.14,Cancelled,2024-03-01
POL3661,CUST239,AG1191,PRD1036,2024-03-11,2026-04-26,2147.39,Cancelled,2024-03-01
POL3662,CUST3822,AG1166,PRD1022,2023-11-11,2025-08-26,3439.85,Cancelled,2024-03-01
POL3663,CUST2211,AG1238,PRD1023,2024-01-04,2026-03-16,1461.22,Active,2024-03-01
POL3664,CUST698,AG1137,PRD1008,2023-07-24,2025-06-11,1179.03,Cancelled,2024-03-01
POL3665,CUST1925,AG1224,PRD1034,2023-12-02,2025-06-29,807.59,Expired,2024-03-01
POL3666,CUST3694,AG1174,PRD1022,2024-03-29,2025-08-11,3857.65,Active,2024-03-01
POL3667,CUST3704,AG1217,PRD1006,2023-10-02,2025-08-12,1330.86,Cancelled,2024-03-01
POL3668,CUST714,AG1189,PRD1014,2024-04-13,2026-05-15,3203.77,Active,2024-03-01
POL3669,CUST892,AG1417,PRD1012,2024-02-22,2026-01-06,3744.52,Expired,2024-03-01
POL3670,CUST3345,AG1246,PRD1002,2023-08-28,2025-07-01,854.09,Cancelled,2024-03-01
POL3671,CUST4556,AG1179,PRD1012,2024-02-06,2025-08-05,1529.17,Cancelled,2024-03-01
POL3672,CUST346,AG1409,PRD1026,2023-10-17,2026-04-29,3846.62,Active,2024-03-01
POL3673,CUST2171,AG1033,PRD1022,2023-10-17,2026-02-03,2280.3,Cancelled,2024-03-01
POL3674,CUST3952,AG1445,PRD1044,2023-08-03,2026-01-07,4335.8,Active,2024-03-01
POL3675,CUST1559,AG1253,PRD1004,2023-10-03,2026-02-13,4033.9,Expired,2024-03-01
POL3676,CUST3600,AG1404,PRD1036,2023-06-14,2025-09-07,1934.05,,2024-03-01
POL3677,CUST4808,AG1458,PRD1048,2023-07-31,2025-10-13,3353.07,,2024-03-01
POL3678,CUST4435,AG1045,PRD1042,2023-08-13,2026-03-17,2777.93,Cancelled,2024-03-01
POL3679,CUST4907,AG1100,PRD1016,2024-04-06,2026-05-27,4018.29,Expired,2024-03-01
POL3680,CUST4872,AG1047,PRD1014,2024-03-02,2025-10-30,1968.47,,2024-03-01
POL3681,CUST1159,AG1272,PRD1009,2023-08-31,2026-04-17,4694.69,Active,2024-03-01
POL3682,CUST4215,AG1135,PRD1014,2023-07-26,2026-03-10,1892.11,Cancelled,2024-03-01
POL3683,CUST4075,AG1076,PRD1024,2023-12-18,2025-10-11,3543.41,Expired,2024-03-01
POL3684,CUST652,AG1268,PRD1017,2023-09-18,2026-02-25,1790.19,Cancelled,2024-03-01
POL3685,CUST4047,AG1484,PRD1015,2023-11-28,2025-10-26,2848.16,Active,2024-03-01
POL3686,CUST4367,AG1414,PRD1024,2023-10-12,2026-02-11,3587.32,Active,2024-03-01
POL3687,CUST2945,AG1222,PRD1049,2024-02-08,2026-01-27,3023.66,Active,2024-03-01
POL3688,CUST492,AG1056,PRD1037,2024-04-10,2026-04-29,3801.97,Cancelled,2024-03-01
POL3689,CUST2280,AG1315,PRD1015,2023-12-17,2025-10-16,4216.7,Active,2024-03-01
POL3690,CUST1741,AG1144,PRD1011,2023-09-24,2026-04-27,1501.73,Cancelled,2024-03-01
POL3691,CUST3206,AG1104,PRD1049,2024-02-28,2025-12-24,4402.91,Cancelled,2024-03-01
POL3692,CUST2790,AG1339,PRD1029,2023-12-17,2025-07-04,1760.16,Cancelled,2024-03-01
POL3693,CUST118,AG1173,PRD1041,2024-04-23,2026-04-29,4538.1,Expired,2024-03-01
POL3694,CUST1825,AG1139,PRD1034,2024-04-22,2026-05-30,643.45,Cancelled,2024-03-01
POL3695,CUST3690,AG1031,PRD1033,2023-12-20,2025-11-25,3725.58,Active,2024-03-01
POL3696,CUST3506,AG1037,PRD1006,2023-12-23,2026-06-03,2395.51,Cancelled,2024-03-01
POL3697,CUST4012,AG1466,PRD1017,2023-09-30,2025-08-10,566.43,Expired,2024-03-01
POL3698,CUST4725,AG1051,PRD1008,2023-08-30,2025-10-29,2902.74,Expired,2024-03-01
POL3699,CUST4614,AG1443,PRD1038,2024-04-18,2025-09-23,2725.07,Cancelled,2024-03-01
POL3700,CUST3362,AG1144,PRD1050,2024-03-10,2025-11-22,4938.36,Expired,2024-03-01
POL3701,CUST1310,AG1072,PRD1018,2023-09-02,2025-08-10,2322.5,Expired,2024-03-01
POL3702,CUST719,AG1023,PRD1045,2024-03-12,2025-09-17,4907.22,Active,2024-03-01
POL3703,CUST1573,AG1188,PRD1038,2023-09-29,2026-05-04,2856.15,Active,2024-03-01
POL3704,CUST1631,AG1072,PRD1013,2024-05-09,2026-01-01,4858.63,Cancelled,2024-03-01
POL3705,CUST2303,AG1317,PRD1012,2023-12-12,2025-09-09,3608.43,Active,2024-03-01
POL3706,CUST2752,AG1413,PRD1029,2024-04-27,2026-05-09,1242.51,Active,2024-03-01
POL3707,CUST4255,AG1244,PRD1008,2023-10-24,2025-12-16,3531.12,Expired,2024-03-01
POL3708,CUST1100,AG1105,PRD1038,2023-09-17,2025-09-02,2969.63,Active,2024-03-01
POL3709,CUST261,AG1385,PRD1007,2023-10-28,2026-05-19,1195.13,Active,2024-03-01
POL3710,CUST3539,AG1215,PRD1032,2023-06-18,2025-10-24,2461.24,Cancelled,2024-03-01
POL3711,CUST1011,AG1372,PRD1030,2023-06-28,2026-04-10,2124.87,Active,2024-03-01
POL3712,CUST4084,AG1429,PRD1043,2023-06-24,2025-12-23,1793.93,Cancelled,2024-03-01
POL3713,CUST1633,AG1173,PRD1031,2024-03-01,2026-01-05,4702.29,Cancelled,2024-03-01
POL3714,CUST2135,AG1475,PRD1042,2023-09-01,2026-02-17,4289.92,Cancelled,2024-03-01
POL3715,CUST413,AG1213,PRD1007,2024-02-25,2025-09-08,3221.19,Active,2024-03-01
POL3716,CUST2264,AG1290,PRD1049,2024-04-26,2025-07-23,3705.48,Cancelled,2024-03-01
POL3717,CUST2000,AG1493,PRD1031,2023-08-16,2026-01-01,1148.25,Active,2024-03-01
POL3718,CUST4864,AG1288,PRD1044,2024-03-19,2025-11-03,3016.43,Active,2024-03-01
POL3719,CUST4830,AG1046,PRD1024,2023-12-08,2026-03-10,1909.15,Active,2024-03-01
POL3720,CUST3443,AG1356,PRD1026,2024-01-06,2025-06-23,3721.05,Active,2024-03-01
POL3721,CUST3740,AG1172,PRD1040,2024-05-26,2025-11-30,1380.72,Active,2024-03-01
POL3722,CUST149,AG1310,PRD1028,2023-08-01,2025-11-30,4994.15,Expired,2024-03-01
POL3723,CUST3979,AG1246,PRD1017,2024-03-29,2025-08-13,937.78,Expired,2024-03-01
POL3724,CUST3990,AG1488,PRD1014,2023-07-17,2025-12-25,4089.15,Active,2024-03-01
POL3725,CUST1491,AG1280,PRD1049,2023-06-20,2026-01-13,2742.08,Cancelled,2024-03-01
POL3726,CUST1808,AG1186,PRD1031,2024-02-07,2025-08-05,4958.87,Cancelled,2024-03-01
POL3727,CUST211,AG1472,PRD1045,2023-08-14,2025-11-19,1388.64,Expired,2024-03-01
POL3728,CUST1755,AG1011,PRD1013,2023-11-27,2025-12-17,4204.54,Expired,2024-03-01
POL3729,CUST2905,AG1175,PRD1022,2023-06-27,2025-08-19,3335.1,Active,2024-03-01
POL3730,CUST2301,AG1247,PRD1040,2023-07-02,2025-10-17,2147.69,Cancelled,2024-03-01
POL3731,CUST4993,AG1053,PRD1048,2024-05-11,2025-12-13,3718.23,Expired,2024-03-01
POL3732,CUST176,AG1019,PRD1012,2024-04-28,2025-08-14,1909.75,Expired,2024-03-01
POL3733,CUST1814,AG1015,PRD1046,2023-09-29,2026-05-03,2090.37,Expired,2024-03-01
POL3734,CUST1829,AG1319,PRD1031,2023-06-06,2026-05-14,3345.28,Active,2024-03-01
POL3735,CUST955,AG1464,PRD1042,2024-04-17,2026-05-24,4571.73,Expired,2024-03-01
POL3736,CUST4442,AG1043,PRD1033,2023-10-19,2026-03-09,2367.2,Expired,2024-03-01
POL3737,CUST522,AG1128,PRD1047,2023-07-05,2025-07-25,4165.91,Cancelled,2024-03-01
POL3738,CUST3299,AG1377,PRD1018,2024-05-11,2025-07-26,4757.5,Active,2024-03-01
POL3739,CUST175,AG1274,PRD1034,2023-07-14,2025-11-23,1204.14,Cancelled,2024-03-01
POL3740,CUST2032,AG1197,PRD1013,2024-02-17,2026-01-24,4344.33,Expired,2024-03-01
POL3741,CUST1726,AG1050,PRD1036,2023-07-19,2025-09-09,1048.29,Expired,2024-03-01
POL3742,CUST2970,AG1023,PRD1002,2023-07-30,2026-04-24,3196.05,Expired,2024-03-01
POL3743,CUST695,AG1294,PRD1029,2023-12-03,2026-05-15,4420.61,Cancelled,2024-03-01
POL3744,CUST1267,AG1443,PRD1016,2023-11-06,2025-12-22,2498.51,Expired,2024-03-01
POL3745,CUST4982,AG1353,PRD1012,2023-12-23,2026-05-13,2567.62,Cancelled,2024-03-01
POL3746,CUST4729,AG1392,PRD1010,2024-01-28,2025-10-24,4667.19,Expired,2024-03-01
POL3747,CUST3639,AG1374,PRD1044,2023-11-30,2025-06-13,1444.43,,2024-03-01
POL3748,CUST3118,AG1112,PRD1046,2023-12-08,2026-05-07,3235.89,Expired,2024-03-01
POL3749,CUST1762,AG1463,PRD1046,2023-12-14,2025-09-18,1123.28,Cancelled,2024-03-01
POL3750,CUST559,AG1399,PRD1025,2024-02-28,2025-07-05,956.27,Active,2024-03-01
POL3751,CUST159,AG1295,PRD1046,2023-07-12,2025-12-31,1899.6,Expired,2024-03-01
POL3752,CUST225,AG1207,PRD1046,2023-11-14,2025-08-05,3699.29,Expired,2024-03-01
POL3753,CUST4797,AG1108,PRD1038,2023-09-04,2025-07-14,4520.83,Expired,2024-03-01
POL3754,CUST1918,AG1375,PRD1007,2023-11-26,2025-11-23,2599.19,Cancelled,2024-03-01
POL3755,CUST1223,AG1172,PRD1025,2024-01-04,2026-03-06,3076.15,Active,2024-03-01
POL3756,CUST2972,AG1015,PRD1041,2023-12-02,2025-07-10,4996.89,,2024-03-01
POL3757,CUST1119,AG1341,PRD1049,2023-08-18,2025-07-28,2902.93,Cancelled,2024-03-01
POL3758,CUST4010,AG1412,PRD1023,2023-07-22,2026-04-16,1892.12,Active,2024-03-01
POL3759,CUST4250,AG1007,PRD1036,2024-01-09,2025-12-05,3962.85,Expired,2024-03-01
POL3760,CUST4697,AG1154,PRD1002,2024-02-08,2025-06-05,2215.36,Cancelled,2024-03-01
POL3761,CUST77,AG1395,PRD1003,2023-07-01,2026-02-22,4498.37,Cancelled,2024-03-01
POL3762,CUST3114,AG1235,PRD1004,2023-10-16,2025-09-13,4807.12,Cancelled,2024-03-01
POL3763,CUST1217,AG1214,PRD1041,2024-03-02,2025-09-13,927.65,Expired,2024-03-01
POL3764,CUST463,AG1343,PRD1039,2023-08-20,2025-09-11,967.04,Expired,2024-03-01
POL3765,CUST315,AG1421,PRD1002,2023-06-22,2026-03-31,1872.21,Cancelled,2024-03-01
POL3766,CUST1547,AG1260,PRD1037,2023-12-12,2025-08-23,2482.96,,2024-03-01
POL3767,CUST3084,AG1187,PRD1020,2024-03-31,2025-06-12,3918.35,Active,2024-03-01
POL3768,CUST1050,AG1455,PRD1036,2024-01-22,2025-12-13,3851.46,Expired,2024-03-01
POL3769,CUST1567,AG1416,PRD1001,2023-07-09,2025-08-07,4199.62,Expired,2024-03-01
POL3770,CUST2983,AG1075,PRD1039,2024-01-03,2025-08-03,2899.65,Cancelled,2024-03-01
POL3771,CUST2584,AG1072,PRD1001,2024-05-14,2026-03-28,4541.46,Cancelled,2024-03-01
POL3772,CUST3658,AG1378,PRD1019,2023-09-11,2026-05-16,2825.38,Expired,2024-03-01
POL3773,CUST515,AG1379,PRD1012,2024-01-14,2026-05-02,2334.8,Cancelled,2024-03-01
POL3774,CUST4136,AG1462,PRD1014,2023-06-04,2025-10-14,4628.44,Active,2024-03-01
POL3775,CUST945,AG1363,PRD1019,2024-01-17,2026-04-02,4776.88,Active,2024-03-01
POL3776,CUST3205,AG1053,PRD1003,2023-10-03,2025-11-28,2767.6,Active,2024-03-01
POL3777,CUST169,AG1330,PRD1016,2024-04-01,2025-12-10,2312.54,Expired,2024-03-01
POL3778,CUST3425,AG1052,PRD1027,2023-08-11,2026-05-13,4083.58,Cancelled,2024-03-01
POL3779,CUST1710,AG1278,PRD1007,2023-11-11,2025-10-15,4878.15,Expired,2024-03-01
POL3780,CUST2639,AG1390,PRD1010,2023-08-30,2025-12-30,4453.18,Active,2024-03-01
POL3781,CUST4822,AG1367,PRD1047,2024-05-22,2025-12-08,2250.33,Active,2024-03-01
POL3782,CUST1231,AG1145,PRD1005,2023-08-22,2025-07-20,2661.89,Cancelled,2024-03-01
POL3783,CUST1130,AG1101,PRD1021,2024-03-05,2025-08-22,4107.98,Cancelled,2024-03-01
POL3784,CUST3528,AG1102,PRD1009,2023-12-23,2025-10-30,2329.82,Active,2024-03-01
POL3785,CUST1299,AG1316,PRD1043,2023-08-01,2025-07-02,3791.75,Active,2024-03-01
POL3786,CUST3947,AG1125,PRD1049,2023-09-11,2025-10-25,1489.81,Active,2024-03-01
POL3787,CUST4683,AG1205,PRD1043,2024-01-29,2026-04-02,989.88,Expired,2024-03-01
POL3788,CUST4302,AG1363,PRD1031,2023-07-30,2025-11-22,2911.85,Cancelled,2024-03-01
POL3789,CUST4342,AG1151,PRD1013,2023-10-02,2025-10-27,1661.93,Active,2024-03-01
POL3790,CUST2547,AG1473,PRD1050,2023-08-09,2026-01-24,4315.52,Cancelled,2024-03-01
POL3791,CUST3284,AG1031,PRD1046,2023-10-14,2025-08-13,4799.6,Expired,2024-03-01
POL3792,CUST2054,AG1046,PRD1022,2024-02-29,2026-05-09,3475.61,Expired,2024-03-01
POL3793,CUST2267,AG1164,PRD1008,2024-04-07,2025-09-13,3412.13,Expired,2024-03-01
POL3794,CUST4324,AG1099,PRD1049,2023-12-31,2026-03-15,4418.15,Active,2024-03-01
POL3795,CUST186,AG1288,PRD1013,2024-04-26,2026-05-04,1754.63,Cancelled,2024-03-01
POL3796,CUST2293,AG1495,PRD1010,2024-05-20,2025-12-10,3515.39,Active,2024-03-01
POL3797,CUST85,AG1047,PRD1013,2024-05-05,2025-11-24,1619.35,Active,2024-03-01
POL3798,CUST2424,AG1042,PRD1038,2023-06-20,2025-07-31,4402.13,Cancelled,2024-03-01
POL3799,CUST1670,AG1348,PRD1018,2023-08-17,2025-10-15,3438.54,Expired,2024-03-01
POL3800,CUST2434,AG1156,PRD1022,2023-07-25,2025-07-02,1588.21,Expired,2024-03-01
POL3801,CUST1416,AG1026,PRD1032,2023-06-05,2025-10-01,3436.09,Active,2024-03-01
POL3802,CUST136,AG1033,PRD1006,2024-05-07,2025-11-02,1575.39,Cancelled,2024-03-01
POL3803,CUST3199,AG1328,PRD1034,2023-12-19,2025-12-31,2178.33,Cancelled,2024-03-01
POL3804,CUST1171,AG1450,PRD1035,2023-08-10,2025-10-15,2167.23,Cancelled,2024-03-01
POL3805,CUST1779,AG1421,PRD1001,2023-09-29,2025-08-13,3496.96,Expired,2024-03-01
POL3806,CUST2658,AG1443,PRD1039,2024-02-11,2025-09-28,1417.66,Expired,2024-03-01
POL3807,CUST2863,AG1393,PRD1044,2023-10-20,2025-12-12,1164.29,Active,2024-03-01
POL3808,CUST3773,AG1319,PRD1027,2023-08-03,2025-10-30,1204.09,,2024-03-01
POL3809,CUST2114,AG1352,PRD1033,2023-10-20,2026-02-26,2915.13,Active,2024-03-01
POL3810,CUST918,AG1370,PRD1030,2024-03-11,2026-06-02,818.34,Active,2024-03-01
POL3811,CUST260,AG1021,PRD1009,2023-09-23,2025-09-25,4399.02,Cancelled,2024-03-01
POL3812,CUST3430,AG1429,PRD1006,2024-02-28,2025-07-16,3190.61,Cancelled,2024-03-01
POL3813,CUST3370,AG1158,PRD1008,2024-04-23,2025-12-28,695.05,Cancelled,2024-03-01
POL3814,CUST2506,AG1249,PRD1011,2023-08-25,2026-03-09,3033.86,Active,2024-03-01
POL3815,CUST792,AG1390,PRD1043,2023-10-10,2025-11-25,2160.45,Expired,2024-03-01
POL3816,CUST4115,AG1071,PRD1040,2024-03-26,2025-08-16,4297.25,Active,2024-03-01
POL3817,CUST3625,AG1366,PRD1028,2023-10-18,2025-09-02,1733.17,Expired,2024-03-01
POL3818,CUST1421,AG1143,PRD1004,2023-07-09,2025-06-24,892.41,Active,2024-03-01
POL3819,CUST2851,AG1152,PRD1046,2024-04-21,2025-11-06,4785.68,Cancelled,2024-03-01
POL3820,CUST1815,AG1266,PRD1043,2024-05-09,2025-06-19,861.25,Cancelled,2024-03-01
POL3821,CUST1199,AG1424,PRD1028,2023-10-21,2025-09-07,3981.36,Expired,2024-03-01
POL3822,CUST2072,AG1179,PRD1017,2024-01-06,2025-06-20,2685.15,Expired,2024-03-01
POL3823,CUST4009,AG1036,PRD1003,2023-08-27,2026-03-27,1307.59,Cancelled,2024-03-01
POL3824,CUST4890,AG1178,PRD1004,2023-07-24,2025-10-12,1599.02,Expired,2024-03-01
POL3825,CUST1662,AG1394,PRD1029,2023-12-19,2026-04-14,504.6,Active,2024-03-01
POL3826,CUST3296,AG1148,PRD1037,2023-11-05,2025-10-09,4238.15,Cancelled,2024-03-01
POL3827,CUST4593,AG1071,PRD1016,2023-11-05,2026-05-12,2497.45,Cancelled,2024-03-01
POL3828,CUST3479,AG1036,PRD1004,2023-07-04,2025-07-08,718.6,Expired,2024-03-01
POL3829,CUST3164,AG1066,PRD1001,2023-07-06,2025-09-30,2729.81,Cancelled,2024-03-01
POL3830,CUST3423,AG1082,PRD1047,2023-12-09,2026-03-22,1675.67,Active,2024-03-01
POL3831,CUST472,AG1262,PRD1036,2024-03-11,2026-03-31,1795.29,Active,2024-03-01
POL3832,CUST1466,AG1102,PRD1046,2023-09-06,2026-04-09,2417.57,Expired,2024-03-01
POL3833,CUST1718,AG1008,PRD1016,2023-08-24,2025-08-26,1762.88,Cancelled,2024-03-01
POL3834,CUST2007,AG1054,PRD1001,2023-10-13,2026-05-19,2234.47,Expired,2024-03-01
POL3835,CUST2441,AG1156,PRD1045,2024-04-19,2026-03-26,533.89,Cancelled,2024-03-01
POL3836,CUST487,AG1409,PRD1025,2023-07-10,2025-12-20,3547.6,Active,2024-03-01
POL3837,CUST894,AG1256,PRD1030,2023-12-04,2025-09-12,4705.27,Cancelled,2024-03-01
POL3838,CUST385,AG1495,PRD1039,2024-02-09,2025-12-25,1860.94,Expired,2024-03-01
POL3839,CUST2042,AG1444,PRD1050,2024-01-22,2025-10-24,4931.36,Active,2024-03-01
POL3840,CUST2338,AG1117,PRD1020,2024-05-18,2026-03-17,2949.33,Cancelled,2024-03-01
POL3841,CUST1475,AG1456,PRD1006,2024-03-25,2025-09-30,832.53,Cancelled,2024-03-01
POL3842,CUST4070,AG1211,PRD1044,2023-07-18,2025-06-12,1748.97,Expired,2024-03-01
POL3843,CUST3818,AG1208,PRD1041,2023-11-27,2025-07-30,2626.14,Cancelled,2024-03-01
POL3844,CUST4797,AG1066,PRD1027,2024-02-12,2025-06-17,4357.59,Cancelled,2024-03-01
POL3845,CUST684,AG1252,PRD1014,2024-04-09,2026-02-28,3568.87,Cancelled,2024-03-01
POL3846,CUST4332,AG1492,PRD1016,2023-07-23,2025-12-15,1934.0,Cancelled,2024-03-01
POL3847,CUST3918,AG1087,PRD1049,2024-03-09,2025-11-12,952.61,Expired,2024-03-01
POL3848,CUST2617,AG1160,PRD1034,2024-02-06,2026-04-24,1500.33,Cancelled,2024-03-01
POL3849,CUST2842,AG1327,PRD1030,2024-04-07,2026-05-13,594.97,Expired,2024-03-01
POL3850,CUST4812,AG1485,PRD1020,2023-12-05,2026-04-17,3990.71,Expired,2024-03-01
POL3851,CUST4894,AG1066,PRD1014,2024-03-17,2026-04-15,761.66,Active,2024-03-01
POL3852,CUST3341,AG1279,PRD1015,2024-05-17,2025-08-04,4758.13,Expired,2024-03-01
POL3853,CUST3829,AG1250,PRD1033,2024-04-03,2025-09-12,3509.77,Active,2024-03-01
POL3854,CUST3488,AG1083,PRD1040,2024-02-12,2026-02-28,1329.86,Active,2024-03-01
POL3855,CUST3334,AG1377,PRD1048,2023-08-05,2025-10-23,3967.84,Expired,2024-03-01
POL3856,CUST3838,AG1088,PRD1021,2023-11-02,2026-03-15,4127.22,Active,2024-03-01
POL3857,CUST3208,AG1254,PRD1005,2024-03-27,2025-08-01,752.04,Cancelled,2024-03-01
POL3858,CUST3092,AG1475,PRD1038,2023-06-17,2025-12-03,4395.17,Cancelled,2024-03-01
POL3859,CUST2929,AG1306,PRD1036,2024-04-16,2026-06-01,1467.21,Expired,2024-03-01
POL3860,CUST4775,AG1262,PRD1050,2024-04-22,2026-04-27,1105.27,Cancelled,2024-03-01
POL3861,CUST4576,AG1115,PRD1018,2024-04-12,2026-05-14,2104.33,Expired,2024-03-01
POL3862,CUST155,AG1120,PRD1026,2023-07-03,2026-04-28,2969.19,Cancelled,2024-03-01
POL3863,CUST3869,AG1386,PRD1015,2024-05-11,2026-03-04,1399.64,Expired,2024-03-01
POL3864,CUST3938,AG1041,PRD1037,2023-09-24,2026-03-08,4901.7,Expired,2024-03-01
POL3865,CUST3089,AG1329,PRD1050,2023-09-06,2025-08-15,4082.0,Active,2024-03-01
POL3866,CUST4917,AG1326,PRD1038,2023-12-07,2026-06-01,3915.66,Cancelled,2024-03-01
POL3867,CUST4354,AG1423,PRD1007,2023-06-09,2025-08-05,4455.95,Cancelled,2024-03-01
POL3868,CUST2319,AG1216,PRD1036,2024-03-21,2026-04-26,2448.88,Active,2024-03-01
POL3869,CUST2428,AG1006,PRD1021,2024-03-05,2026-05-27,3781.93,Active,2024-03-01
POL3870,CUST4350,AG1086,PRD1035,2024-02-24,2025-07-26,1681.66,Cancelled,2024-03-01
POL3871,CUST2022,AG1103,PRD1017,2023-11-06,2026-05-31,3231.06,Active,2024-03-01
POL3872,CUST290,AG1135,PRD1003,2023-12-04,2026-02-13,1360.87,Active,2024-03-01
POL3873,CUST4995,AG1309,PRD1019,2024-01-06,2026-05-02,1227.07,Active,2024-03-01
POL3874,CUST297,AG1402,PRD1006,2023-11-22,2026-02-04,4315.05,Cancelled,2024-03-01
POL3875,CUST3797,AG1146,PRD1032,2023-09-23,2025-07-27,1580.02,Expired,2024-03-01
POL3876,CUST2545,AG1484,PRD1050,2023-10-14,2026-02-15,3275.14,Active,2024-03-01
POL3877,CUST1908,AG1329,PRD1040,2024-02-22,2025-10-02,3396.47,Expired,2024-03-01
POL3878,CUST4727,AG1148,PRD1044,2023-12-31,2026-03-26,2742.57,Expired,2024-03-01
POL3879,CUST2592,AG1294,PRD1014,2023-12-10,2025-07-25,826.18,Cancelled,2024-03-01
POL3880,CUST2859,AG1125,PRD1024,2024-03-08,2026-02-11,549.78,Cancelled,2024-03-01
POL3881,CUST2364,AG1099,PRD1005,2023-08-10,2026-02-05,2556.89,Expired,2024-03-01
POL3882,CUST734,AG1149,PRD1045,2023-10-23,2025-11-06,4552.07,Expired,2024-03-01
POL3883,CUST2529,AG1404,PRD1032,2023-12-24,2025-10-30,1672.16,Active,2024-03-01
POL3884,CUST20,AG1106,PRD1023,2023-11-25,2026-05-22,4767.5,Expired,2024-03-01
POL3885,CUST3099,AG1302,PRD1049,2023-11-22,2026-03-21,2668.55,Active,2024-03-01
POL3886,CUST3253,AG1192,PRD1008,2024-03-12,2026-04-27,4564.23,Cancelled,2024-03-01
POL3887,CUST4614,AG1443,PRD1045,2023-06-20,2026-04-25,3772.39,Expired,2024-03-01
POL3888,CUST2254,AG1231,PRD1020,2023-11-10,2026-05-16,1803.81,Expired,2024-03-01
POL3889,CUST1065,AG1372,PRD1004,2024-04-05,2026-04-22,2173.74,Cancelled,2024-03-01
POL3890,CUST2887,AG1184,PRD1005,2023-10-12,2025-12-11,3812.64,Active,2024-03-01
POL3891,CUST3119,AG1082,PRD1040,2024-03-04,2026-03-29,2458.63,Active,2024-03-01
POL3892,CUST2923,AG1124,PRD1027,2023-11-11,2025-09-19,1806.7,Expired,2024-03-01
POL3893,CUST2425,AG1134,PRD1036,2023-08-20,2026-04-03,1745.6,Cancelled,2024-03-01
POL3894,CUST4422,AG1453,PRD1037,2023-10-01,2026-03-24,2862.77,Cancelled,2024-03-01
POL3895,CUST126,AG1364,PRD1021,2023-10-12,2026-01-08,4530.01,Expired,2024-03-01
POL3896,CUST165,AG1416,PRD1013,2023-08-14,2025-10-26,1736.57,Active,2024-03-01
POL3897,CUST4557,AG1192,PRD1032,2024-01-16,2025-08-25,2024.88,Cancelled,2024-03-01
POL3898,CUST240,AG1375,PRD1039,2024-05-09,2025-10-16,3466.09,Expired,2024-03-01
POL3899,CUST3494,AG1359,PRD1022,2024-01-12,2026-04-13,2987.86,Expired,2024-03-01
POL3900,CUST3174,AG1500,PRD1004,2024-04-03,2025-06-30,4371.55,Cancelled,2024-03-01
POL3901,CUST2620,AG1421,PRD1006,2023-12-04,2025-07-11,3363.17,Expired,2024-03-01
POL3902,CUST3370,AG1127,PRD1023,2023-06-08,2025-07-21,4281.9,Cancelled,2024-03-01
POL3903,CUST967,AG1278,PRD1043,2023-12-01,2026-01-12,1913.8,Cancelled,2024-03-01
POL3904,CUST2190,AG1237,PRD1013,2023-08-26,2025-08-16,1775.15,Active,2024-03-01
POL3905,CUST3581,AG1151,PRD1042,2023-10-25,2025-08-11,1833.54,Cancelled,2024-03-01
POL3906,CUST4971,AG1190,PRD1030,2024-01-26,2026-04-11,2403.34,Cancelled,2024-03-01
